trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
7036.0,3691,17132838,879.0,True,school,11356,12922,7.0,SHARED2FREE
7037.0,3691,17132838,879.0,False,othmaint,29969,11356,15.0,WALK
7038.0,3691,17132838,879.0,False,Home,27159,29969,18.0,SHARED3FREE
7041.0,3692,17132838,880.0,True,eatout,13881,27159,7.0,SHARED3FREE
7042.0,3692,17132838,880.0,True,escort,27755,13881,7.0,SHARED3FREE
7043.0,3692,17132838,880.0,True,school,12922,27755,7.0,SHARED3FREE
7045.0,3692,17132838,880.0,False,othmaint,1,29969,16.0,SHARED2FREE
7046.0,3692,17132838,880.0,False,escort,29969,1,18.0,SHARED2FREE
7047.0,3692,17132838,880.0,False,Home,27159,29969,18.0,SHARED3FREE
7113.0,3698,17132859,889.0,True,shopping,47307,46592,16.0,SHARED2FREE
7117.0,3698,17132859,889.0,False,Home,46592,47307,17.0,SHARED2FREE
7121.0,3699,17132859,890.0,True,school,47306,46592,8.0,WALK
7125.0,3699,17132859,890.0,False,Home,46592,47306,15.0,WALK
7137.0,3710,17132912,892.0,True,work,32534,25300,8.0,WALK
7141.0,3710,17132912,892.0,False,Home,25300,32534,17.0,WALK
7161.0,3712,17132924,895.0,True,work,18493,34952,9.0,DRIVEALONEFREE
7162.0,3712,17132924,895.0,True,eatout,22859,18493,9.0,DRIVEALONEFREE
7163.0,3712,17132924,895.0,True,work,35507,22859,9.0,DRIVEALONEFREE
7165.0,3712,17132924,895.0,False,Home,1745,35507,20.0,SHARED2FREE
7169.0,3713,17132924,896.0,True,escort,6499,34952,6.0,SHARED2FREE
7173.0,3713,17132924,896.0,False,Home,34952,6499,6.0,SHARED2FREE
7177.0,3713,17132924,897.0,True,escort,32951,35507,13.0,SHARED2FREE
7178.0,3713,17132924,897.0,True,escort,35507,32951,13.0,SHARED2FREE
7179.0,3713,17132924,897.0,True,school,23087,1745,14.0,SHARED2FREE
7181.0,3713,17132924,897.0,False,Home,1745,23087,18.0,SHARED2FREE
7185.0,3715,17132930,898.0,True,othmaint,29961,33047,9.0,DRIVEALONEFREE
7189.0,3715,17132930,898.0,False,Home,33047,29961,11.0,DRIVEALONEFREE
7193.0,3715,17132930,899.0,True,shopping,21821,33047,12.0,DRIVEALONEFREE
7194.0,3715,17132930,899.0,True,othmaint,20794,21821,12.0,DRIVEALONEFREE
7197.0,3715,17132930,899.0,False,work,29769,20794,13.0,DRIVEALONEFREE
7198.0,3715,17132930,899.0,False,Home,33047,29769,12.0,DRIVEALONEFREE
7201.0,3721,17132955,900.0,True,othmaint,8090,12417,10.0,DRIVEALONEFREE
7202.0,3721,17132955,900.0,True,social,23169,14059,12.0,DRIVEALONEFREE
7203.0,3721,17132955,900.0,True,work,29541,23169,14.0,DRIVEALONEFREE
7205.0,3721,17132955,900.0,False,shopping,4499,29541,19.0,DRIVEALONEFREE
7206.0,3721,17132955,900.0,False,shopping,2135,4499,20.0,DRIVEALONEFREE
7207.0,3721,17132955,900.0,False,Home,12417,2135,20.0,DRIVEALONEFREE
7217.0,3773,17133389,902.0,True,work,11620,28536,8.0,DRIVEALONEFREE
7218.0,3773,17133389,902.0,True,eatout,7636,11620,11.0,WALK
7219.0,3773,17133389,902.0,True,work,15447,7636,12.0,WALK
7221.0,3773,17133389,902.0,False,Home,28536,15447,16.0,DRIVEALONEFREE
7225.0,3773,17133389,903.0,True,social,7392,28536,18.0,SHARED3FREE
7229.0,3773,17133389,903.0,False,Home,28536,7392,18.0,SHARED3FREE
7233.0,3774,17133389,904.0,True,work,26908,28536,9.0,DRIVEALONEFREE
7237.0,3774,17133389,904.0,False,othmaint,16718,26908,13.0,DRIVEALONEFREE
7238.0,3774,17133389,904.0,False,Home,28536,16718,14.0,DRIVEALONEFREE
7241.0,3774,17133389,905.0,True,escort,29993,28536,17.0,SHARED2FREE
7242.0,3774,17133389,905.0,True,social,20238,32761,18.0,WALK
7243.0,3774,17133389,905.0,True,shopping,16715,20238,18.0,SHARED2FREE
7244.0,3774,17133389,905.0,True,shopping,29993,16715,18.0,SHARED2FREE
7245.0,3774,17133389,905.0,False,Home,28536,29993,19.0,SHARED2FREE
7257.0,3776,17133389,907.0,True,social,29993,28536,17.0,SHARED2FREE
7261.0,3776,17133389,907.0,False,Home,28536,29993,19.0,SHARED2FREE
7265.0,3779,17133418,908.0,True,work,19109,3865,15.0,WALK
7266.0,3779,17133418,908.0,True,eatout,7636,19109,16.0,WALK
7267.0,3779,17133418,908.0,True,work,32545,7636,18.0,WALK
7269.0,3779,17133418,908.0,False,Home,3865,32545,20.0,WALK_LOC
7273.0,3780,17133418,909.0,True,eatout,11612,3865,8.0,WALK_LOC
7277.0,3780,17133418,909.0,False,eatout,29392,33092,16.0,WALK
7278.0,3780,17133418,909.0,False,eatout,22442,29392,17.0,WALK
7279.0,3780,17133418,909.0,False,work,3634,22442,18.0,WALK
7280.0,3780,17133418,909.0,False,Home,3865,3634,20.0,WALK_LOC
7281.0,3788,17133462,910.0,True,work,14442,13871,9.0,WALK_LOC
7285.0,3788,17133462,910.0,False,shopping,23962,3190,18.0,WALK
7286.0,3788,17133462,910.0,False,Home,13871,23962,20.0,TNC
7289.0,3789,17133462,911.0,True,work,11618,13871,9.0,WALK_LOC
